gene_id,Peromyscus_F_1,Peromyscus_F_2,Peromyscus_M_1,Peromyscus_M_2,Chromosome,species
LOC114706994,0.835068196,0.830213262,1.312021168,1.506048224,Autosome,Peromyscus
LOC114706965,2.318377305,0.921959473,0.48567053,5.017441266,Autosome,Peromyscus
LOC114707004,4.284485045,1.893144814,2.991816901,3.863541397,Autosome,Peromyscus
LOC119086107,1.3263609,1.31864968,0,2.790778927,Autosome,Peromyscus
LOC119086106,4.583930824,2.071491221,3.928398335,3.382009461,Autosome,Peromyscus
LOC114706914,5.862636309,4.483501548,3.778915903,6.099971402,Autosome,Peromyscus
LOC114706988,0.456368727,0.504128314,0.42490417,1.14314235,Autosome,Peromyscus
LOC114707000,4.830388832,3.841844667,2.529762409,2.613486619,Autosome,Peromyscus
LOC114707001,1.329106989,0.440459935,0.464051655,0,Autosome,Peromyscus
LOC119086955,1.064608086,2.116837298,0.557554601,4.320054373,Autosome,Peromyscus
LOC114706998,0.945664854,1.351489964,0.990523737,1.385726597,Autosome,Peromyscus
LOC114707003,0,1.599565026,0.561746741,0.483615109,Autosome,Peromyscus
LOC114707002,3.73076856,1.589605094,0,0.961207615,Autosome,Peromyscus
LOC114706901,0.495338484,2.954752062,0.518835531,1.340016866,Autosome,Peromyscus
LOC114706904,0.601084902,3.585541828,1.888794518,0,Autosome,Peromyscus
LOC114707013,1.251381434,1.244106131,1.310742395,0.564217628,Autosome,Peromyscus
LOC114707012,3.442137672,1.140708571,0,1.551976638,Autosome,Peromyscus
LOC114706989,1.212386545,1.205337951,0.634948865,2.186543101,Autosome,Peromyscus
LOC114706990,3.016545907,1.124628097,0.789909954,3.060197107,Autosome,Peromyscus
LOC114706900,1.686590938,0.838392703,0.441649162,1.140664603,Autosome,Peromyscus
LOC114706903,0.70739248,0.70327983,0.740948593,2.551569305,Autosome,Peromyscus
LOC114706905,4.822224795,1.198547315,3.156858443,4.348449097,Autosome,Peromyscus
LOC114706960,1.39860278,0.926981039,0.976631588,4.203974481,Autosome,Peromyscus
Krt40,1.63540325,1.125619833,1.054142032,2.098650753,Autosome,Peromyscus
Krt39,1.462153914,0.629916394,1.123109643,1.450349652,Autosome,Peromyscus
Krt23,2.206549069,1.438105724,1.823295533,2.078192976,Autosome,Peromyscus
Krt20,4.042860446,3.593777124,3.138614763,3.431205667,Autosome,Peromyscus
Krt12,5.087921223,4.344985199,4.099441234,3.88218878,Autosome,Peromyscus
Krt10,1.640920012,1.937263753,2.900406248,1.202258123,Autosome,Peromyscus
Krt28,5.352973591,4.046367099,4.680138908,4.787159694,Autosome,Peromyscus
Krt27,5.111666797,3.535268522,4.655778767,5.277490692,Autosome,Peromyscus
Krt26,1.743940602,1.030909089,1.777297397,2.380153305,Autosome,Peromyscus
Krt25,5.199314022,3.798966936,5.249108887,4.349562941,Autosome,Peromyscus
LOC119086910,1.83942314,3.047881783,5.13780973,2.764504709,Autosome,Peromyscus
Krt24,2.002644049,1.474815587,1.709189909,2.140311167,Autosome,Peromyscus
Krt222,1.504973452,1.426632006,1.613023516,1.704280528,Autosome,Peromyscus
Smarce1,0.094957278,0.094405213,0.079569363,0.051376728,Autosome,Peromyscus
Ccr7,1.08154775,1.115084267,2.643322317,2.384035996,Autosome,Peromyscus
Tns4,0.41629633,0.571543129,0.373751919,0.357519901,Autosome,Peromyscus
Igfbp4,0.119467512,0.356318849,0.333692304,0.251370057,Autosome,Peromyscus
LOC119086906,1.064608086,0.756013321,1.274410516,2.194313332,Autosome,Peromyscus
Top2a,0.026716552,0.092964295,0.153911383,0.060229237,Autosome,Peromyscus
Gjd3,5.674772825,3.447754892,5.448633026,7.107271774,Autosome,Peromyscus
Rara,0.414835978,0.421589179,0.550384755,0.52371063,Autosome,Peromyscus
LOC119086946,0.107503755,0.160318122,0.225206681,0.339295906,Autosome,Peromyscus
Cdc6,0.127259129,0.189778901,0.099971878,0.172134191,Autosome,Peromyscus
Wipf2,0.061763616,0.073685441,0.038816074,0.055695442,Autosome,Peromyscus
LOC114707020,0,0,0,0,Autosome,Peromyscus
Rapgefl1,1.325492557,1.349927517,1.964034306,2.565447005,Autosome,Peromyscus
Casc3,0.047168161,0.062525246,0.082342744,0.028355978,Autosome,Peromyscus
Msl1,0.034783197,0.10374292,0.072866368,0,Autosome,Peromyscus
LOC119086974,0,1.037766578,0.728900649,0,Autosome,Peromyscus
LOC114707016,0.1326635,2.110275496,1.667478855,0.119629528,Autosome,Peromyscus
Nr1d1,1.19720547,1.360280155,1.07485416,0.616903995,Autosome,Peromyscus
Thra,0.211932114,0.22690767,0.204909599,0.102905455,Autosome,Peromyscus
Med24,0.267037719,0.191739318,0.248626677,0.12040085,Autosome,Peromyscus
LOC114707021,0,8.182390324,0,0,Autosome,Peromyscus
Csf3,1.021901744,0.609576357,0,0.552900942,Autosome,Peromyscus
Psmd3,0.126911942,0.277583018,0.239277925,0.228886102,Autosome,Peromyscus
Gsdma,5.80088133,6.459214792,5.902452391,5.768995234,Autosome,Peromyscus
Lrrc3c,9.517548938,10.7238444,12.95973466,8.010300968,Autosome,Peromyscus
Ormdl3,1.14469395,1.138038908,0.599497023,0.774172231,Autosome,Peromyscus
Zpbp2,3.060338076,2.255680528,2.431765695,1.617734576,Autosome,Peromyscus
Ikzf3,4.067510307,3.527715533,4.058221189,3.458953968,Autosome,Peromyscus
LOC114707018,22.40693458,22.27666476,18.77587011,8.082195965,Autosome,Peromyscus
Grb7,15.02051031,12.03570038,12.72731552,9.178097707,Autosome,Peromyscus
Mien1,2.953797588,5.546957858,6.187829893,2.959546452,Autosome,Peromyscus
Erbb2,0.371427097,0.298930985,0.203786126,0.303036421,Autosome,Peromyscus
LOC114707019,3.999742529,3.976488756,8.378951382,10.8203231,Autosome,Peromyscus
Pgap3,2.170525228,1.575614044,1.768267674,2.516496011,Autosome,Peromyscus
Pnmt,4.766763372,3.296730629,5.644126573,6.727987828,Autosome,Peromyscus
LOC114706908,2.22902318,2.585408054,1.945633242,2.010025299,Autosome,Peromyscus
Stard3,0.406817919,0.421304952,0.284077249,0.489131632,Autosome,Peromyscus
Ppp1r1b,15.26520133,13.6361556,12.21870934,9.409794754,Autosome,Peromyscus
Neurod2,27.19601747,25.58709039,31.40418511,14.71443194,Autosome,Peromyscus
Cdk12,0.899181493,1.014656441,0.902095486,1.074275325,Autosome,Peromyscus
Med1,0.023194453,0.023059605,0.03644207,0.010457818,Autosome,Peromyscus
Fbxl20,0.019719809,0.09802581,0.027540327,0.047419654,Autosome,Peromyscus
Stac2,5.158800804,5.625144782,5.142055028,4.520651824,Autosome,Peromyscus
Rpl19,0.131320175,0.783340221,0.68774762,0.355254548,Autosome,Peromyscus
Cacnb1,0.640893965,0.390522276,0.563022143,0.633855618,Autosome,Peromyscus
Arl5c,2.237853093,2.494520517,1.917825269,2.446045681,Autosome,Peromyscus
Plxdc1,2.192961489,2.278199068,1.645314126,2.621862696,Autosome,Peromyscus
LOC114706919,1.069931126,2.659276855,0.560342374,1.447218215,Autosome,Peromyscus
LOC114688092,0.081626534,0.148778615,0.118748053,0.07360686,Autosome,Peromyscus
Fbxo47,0,0.450884101,0,0.408963113,Autosome,Peromyscus
LOC114692987,0,1.879555149,0.742585145,1.065502091,Autosome,Peromyscus
Lasp1,0.153749405,0.207446796,0.207054919,0.178256285,Autosome,Peromyscus
Rpl23,0.108429808,0.323398249,0.227146642,0.097776756,Autosome,Peromyscus
LOC114693000,0,0,0,0,Autosome,Peromyscus
C8BH17orf98,0,0,0.124313339,0.107022978,Autosome,Peromyscus
Cwc25,0.042797245,0.106371074,0.112068475,0.077184971,Autosome,Peromyscus
Pip4k2b,0.042260536,0.098034629,0.044265222,0.101622687,Autosome,Peromyscus
Psmb3,0.168675712,0.167695062,0.309184875,0.114077699,Autosome,Peromyscus
Pcgf2,0.187444136,0.149083496,0.15706864,0.169028056,Autosome,Peromyscus
Cisd3,0.415641745,0.55096704,0.43535827,0,Autosome,Peromyscus
Mllt6,0.04270969,0.063692076,0.067103523,0.038513533,Autosome,Peromyscus
LOC114692999,0,2.642759608,2.784309931,0,Autosome,Peromyscus
LOC114692961,5.123227283,3.456264062,3.449735007,4.784874247,Autosome,Peromyscus
Srcin1,10.66727615,10.7100427,9.79043071,7.763416917,Autosome,Peromyscus
Arhgap23,0.165615352,0.142402158,0.117210499,0.125125983,Autosome,Peromyscus
Socs7,0.074544509,0.086462974,0.104107504,0.056017194,Autosome,Peromyscus
Gpr179,6.043256683,4.725756269,6.329926686,6.11724393,Autosome,Peromyscus
Mrpl45,0.060121156,0.149429057,0.15743271,0.108428702,Autosome,Peromyscus
LOC114693005,0,0,0,0,Autosome,Peromyscus
Npepps,0.038210973,0.052234629,0.025014726,0.04737811,Autosome,Peromyscus
Kpnb1,0.097745674,0.055529942,0.058504212,0.01259176,Autosome,Peromyscus
Tbkbp1,2.828452855,3.682984907,2.176086888,2.302277193,Autosome,Peromyscus
Tbx21,5.903592504,6.2219301,7.006353047,5.186486449,Autosome,Peromyscus
Osbpl7,0.163072623,0.138963899,0.146407022,0.105036432,Autosome,Peromyscus
Mrpl10,0.057085828,0.113507882,0,0.205908954,Autosome,Peromyscus
Lrrc46,0.678244771,0.749223978,0.710418223,1.087303701,Autosome,Peromyscus
Scrn2,0.662496053,0.219548141,0.231307481,0.995678167,Autosome,Peromyscus
Sp6,20.63770013,19.63205949,18.66187957,11.84886379,Autosome,Peromyscus
LOC119086957,2.669749488,2.192623173,1.702152044,1.465404937,Autosome,Peromyscus
Sp2,0.676485453,0.862246782,1.180959082,0.563097105,Autosome,Peromyscus
LOC114692942,0.492634209,0.475776692,0.633946512,0.49500327,Autosome,Peromyscus
Pnpo,0.54079602,1.142510353,1.062092637,0.30478981,Autosome,Peromyscus
Prr15l,3.852333539,2.456940573,3.121472462,3.342759464,Autosome,Peromyscus
Cdk5rap3,0.461493673,0.417100575,0.615217585,0.189160307,Autosome,Peromyscus
Copz2,0.45188774,0.483819051,0.837418752,0.689599323,Autosome,Peromyscus
LOC114692997,0.760164211,0,0.398111811,0.34273966,Autosome,Peromyscus
Nfe2l1,1.084360112,1.217159819,1.09915954,0.59931118,Autosome,Peromyscus
Cbx1,0.225340903,0.224030812,0.157353501,0.203201528,Autosome,Peromyscus
LOC114692996,1.813442587,0,1.899465673,1.635274819,Autosome,Peromyscus
Snx11,0.443247439,0.474568209,0.499986822,0.184476509,Autosome,Peromyscus
Skap1,2.119665176,2.187688641,2.505352237,2.640177143,Autosome,Peromyscus
Hoxb1,22.33052638,22.89993545,17.68048246,15.69702583,Autosome,Peromyscus
Hoxb2,17.91112067,13.86890465,16.95683964,9.628708714,Autosome,Peromyscus
LOC119087052,11.57083229,12.97837717,11.88663891,6.487818226,Autosome,Peromyscus
Hoxb3,17.44114392,16.2869741,17.12670752,9.951439049,Autosome,Peromyscus
LOC119087053,34.43753374,35.77799962,34.08721259,19.40881399,Autosome,Peromyscus
Hoxb4,25.76612173,23.08283979,31.14042963,10.97900686,Autosome,Peromyscus
LOC119087051,24.45179226,23.10072248,24.00577334,13.03896831,Autosome,Peromyscus
Hoxb5,31.74823173,26.56347061,31.27875167,21.25917319,Autosome,Peromyscus
Hoxb6,66.64381788,60.33400643,54.20623919,33.23754752,Autosome,Peromyscus
Hoxb7,12.87768622,11.60629269,12.48006637,7.596946011,Autosome,Peromyscus
Hoxb8,15.11905887,15.88520257,16.01620916,10.07029937,Autosome,Peromyscus
Hoxb9,18.6779527,17.89102962,17.15197062,11.07476673,Autosome,Peromyscus
Hoxb13,37.39939433,34.69038637,37.7600086,20.51312305,Autosome,Peromyscus
Ttll6,4.054562506,3.785447481,3.287571876,3.786124406,Autosome,Peromyscus
LOC114693003,0,0,0,0,Autosome,Peromyscus
Calcoco2,0.225545428,0.18686179,0.144371626,0.135590639,Autosome,Peromyscus
Atp5mc1,3.069640076,4.01551809,2.199909659,1.893930972,Autosome,Peromyscus
Ube2z,0.424598014,0.333260115,0.421332055,0.282123545,Autosome,Peromyscus
Snf8,0.136579687,0.203678457,0.178823161,0.123160957,Autosome,Peromyscus
LOC114692978,3.89952119,3.624012036,3.729326286,4.12794737,Autosome,Peromyscus
Igf2bp1,7.057226178,6.191332681,6.298020795,4.867520723,Autosome,Peromyscus
LOC114693004,0,0,0,3.606774368,Autosome,Peromyscus
LOC114693002,3.146856254,6.257122013,0,8.513048324,Autosome,Peromyscus
B4galnt2,4.478431377,3.304998789,4.086445731,4.044088888,Autosome,Peromyscus
LOC119086961,42.4937185,38.2231756,41.33021763,36.03790039,Autosome,Peromyscus
LOC114692995,7.157457787,4.856083845,6.1546165,5.734687693,Autosome,Peromyscus
Gngt2,3.127691478,2.764006801,1.911033674,1.488544923,Autosome,Peromyscus
Abi3,7.23996533,6.927953237,6.919855069,4.20281881,Autosome,Peromyscus
Phospho1,7.495625431,8.776855631,4.885185199,2.102859887,Autosome,Peromyscus
Znf652,0.090996658,0.113084526,0.142969811,0.136760643,Autosome,Peromyscus
LOC114692916,0,0,0.728308528,0.627010329,Autosome,Peromyscus
LOC119086969,0.228008764,1.133415815,0.716473999,0.411214552,Autosome,Peromyscus
Phb,0.423071868,0.560816274,0.369284042,0.317921458,Autosome,Peromyscus
Ngfr,13.48551498,14.22111593,12.51090783,8.316971661,Autosome,Peromyscus
Nxph3,9.356170319,8.822302301,6.465974652,6.697366242,Autosome,Peromyscus
LOC114692909,0.092517914,0.132860046,0.107674028,0.088063079,Autosome,Peromyscus
LOC114692994,0,0,0,0,Autosome,Peromyscus
Slc35b1,0.265121543,0.461265306,0.624820364,0.179305339,Autosome,Peromyscus
Fam117a,0.115986933,0.192187676,0.141737084,0.17431901,Autosome,Peromyscus
LOC119087045,0,0.44344377,0,0.402214546,Autosome,Peromyscus
LOC114693001,0,0,0,0,Autosome,Peromyscus
Kat7,0.296435083,0.419397368,0.334381255,0.267310821,Autosome,Peromyscus
Tac4,0.739317557,0.505325768,0.629190314,1.125023877,Autosome,Peromyscus
LOC119086976,11.15149061,12.57389247,9.971138521,9.810609656,Autosome,Peromyscus
Dlx4,3.724255726,3.860161182,2.157956188,2.429447352,Autosome,Peromyscus
Dlx3,5.562211574,5.60887209,3.079490208,2.866133363,Autosome,Peromyscus
Itga3,0.169695658,0.196827259,0.236993867,0.510077792,Autosome,Peromyscus
Pdk2,0.419111241,0.565486964,0.40763575,0.269953034,Autosome,Peromyscus
Samd14,0.301000434,0.523688327,1.077202547,1.809517559,Autosome,Peromyscus
Ppp1r9b,0.096466235,0.167834446,0.227345041,0.108735731,Autosome,Peromyscus
LOC119086973,0.167602291,0.333255764,0.263329097,0.07556782,Autosome,Peromyscus
LOC119086972,0.482649775,0.274196421,0.288882809,0.932636195,Autosome,Peromyscus
Sgca,0.502942285,1.15629225,0.724350039,0.850366928,Autosome,Peromyscus
LOC114692899,0.838339766,0.416732906,0.87810754,2.267922766,Autosome,Peromyscus
Col1a1,0.050846198,0.32857882,0.186403546,0.114626606,Autosome,Peromyscus
LOC119087059,0,0,0.597698532,0,Autosome,Peromyscus
Tmem92,1.179560905,0.965755538,1.235514961,2.377617474,Autosome,Peromyscus
LOC119086952,0.361332427,0.359231706,0.216270124,0.372379551,Autosome,Peromyscus
Xylt2,0.39706265,0.364388493,0.447889993,0.440679255,Autosome,Peromyscus
Mrpl27,0.065071074,0.194078287,0,0.234711788,Autosome,Peromyscus
Eme1,0.097244365,0.096679004,0.050928641,0.087690265,Autosome,Peromyscus
Lrrc59,0.053032522,0.184534701,0.111096381,0.14346649,Autosome,Peromyscus
Acsf2,3.905579844,4.20726548,3.707653078,3.049309242,Autosome,Peromyscus
Chad,19.94971954,25.04552003,17.69301541,13.26247383,Autosome,Peromyscus
Rsad1,2.31727892,3.455710025,2.503052228,1.893709114,Autosome,Peromyscus
LOC114692887,2.573930855,1.661083512,4.25688746,3.827690487,Autosome,Peromyscus
LOC119086908,12.40499857,6.763191254,12.3647312,9.201574439,Autosome,Peromyscus
Epn3,2.924991569,1.98967477,7.014357771,6.871683611,Autosome,Peromyscus
LOC114692889,5.958959211,6.161287507,13.98125221,11.39182258,Autosome,Peromyscus
Spata20,5.184271956,4.563553973,7.409953408,6.720205718,Autosome,Peromyscus
Cacna1g,2.948243038,3.58751347,3.519471865,2.399209032,Autosome,Peromyscus
LOC119087030,7.692133131,8.312404862,10.50915627,5.428481974,Autosome,Peromyscus
Abcc3,0.626631945,0.588852448,0.845172122,1.48620199,Autosome,Peromyscus
Ankrd40,0.216820377,0.184765563,0.097330947,0.083793484,Autosome,Peromyscus
Luc7l3,0.026326236,0.065432949,0.055150112,0.023739726,Autosome,Peromyscus
Ankrd40cl,0.074449413,0.111024867,0.116971531,0.20140464,Autosome,Peromyscus
Wfikkn2,1.361885284,1.934239331,2.445408245,2.58774481,Autosome,Peromyscus
Tob1,1.500905388,0.746089699,0.898344487,0.580047381,Autosome,Peromyscus
LOC119086975,1.746469906,2.257211124,3.292768897,2.834787771,Autosome,Peromyscus
LOC119087011,3.165381144,2.825857972,3.180207283,2.679629198,Autosome,Peromyscus
LOC114692879,0.535355927,0.665304332,0.887856153,0.885056485,Autosome,Peromyscus
Spag9,0.044814204,0.025459236,0.043587167,0.014432601,Autosome,Peromyscus
LOC119086934,2.132753076,2.120353639,2.978564113,2.243749171,Autosome,Peromyscus
LOC114686962,0.441322455,0.438756687,0.346692884,0.298472434,Autosome,Peromyscus
LOC119086119,0.475606245,0.254606777,0.306564472,0.26392536,Autosome,Peromyscus
LOC114690469,0.116102306,0.057713654,0.101341479,0.122144685,Autosome,Peromyscus
Dnai2,0.254450162,0.594481464,0.533040696,0.860440688,Autosome,Peromyscus
LOC114686960,5.91019571,6.662490405,6.765632554,5.48970574,Autosome,Peromyscus
Btbd17,15.72620205,14.61066103,18.05467725,9.041243449,Autosome,Peromyscus
Gpr142,4.067181474,2.869605926,2.198768358,2.602804065,Autosome,Peromyscus
LOC114686959,1.578704546,1.807333253,1.854027975,2.329526302,Autosome,Peromyscus
LOC114686954,1.697378877,1.191183971,1.289846354,1.860746649,Autosome,Peromyscus
LOC114686963,1.848268416,2.033004083,1.771182363,3.014206825,Autosome,Peromyscus
LOC119086117,3.475289319,3.026546994,3.865889724,3.109554434,Autosome,Peromyscus
LOC119086928,2.118675498,0.902724817,2.536203106,2.865778644,Autosome,Peromyscus
LOC114689261,1.267956023,1.186432337,2.343711566,2.623051488,Autosome,Peromyscus
LOC114689262,0.799201588,0.397277588,1.116150386,1.201135566,Autosome,Peromyscus
LOC114686957,4.641123464,3.403874375,4.144043155,5.694535673,Autosome,Peromyscus
LOC114686955,1.721488404,1.659616955,1.20209968,2.210929826,Autosome,Peromyscus
LOC119086986,0.095168435,0,0.398731509,0.171636583,Autosome,Peromyscus
LOC119086987,0.539367756,0.599318084,0.764348705,0.972751512,Autosome,Peromyscus
LOC114690489,4.252818917,3.537792775,4.272738441,5.243756934,Autosome,Peromyscus
LOC114690500,2.543417892,1.095740067,2.13125467,2.752237493,Autosome,Peromyscus
LOC114707073,0.931465236,0.605494144,1.388425771,2.002958409,Autosome,Peromyscus
LOC114707074,1.800657343,1.209586925,1.529249144,2.369791028,Autosome,Peromyscus
LOC114707032,3.068714876,2.313750026,2.13566487,3.064369656,Autosome,Peromyscus
LOC114707033,5.150089658,3.584103584,0.539439108,0.928820355,Autosome,Peromyscus
Cd300e,0.406016336,0.403655832,0.719698298,0.309798835,Autosome,Peromyscus
Rab37,3.82007102,3.791347482,3.877742523,4.000170381,Autosome,Peromyscus
Cd300lf,4.531844192,4.904718119,3.905610003,5.793657801,Autosome,Peromyscus
Slc9a3r1,0.75274587,0.748369543,0.584981542,0.634996928,Autosome,Peromyscus
Nat9,0.312540738,0.93217105,0.763855232,0.563668243,Autosome,Peromyscus
Tmem104,0.26072476,0.259208953,0.348951642,0.346132663,Autosome,Peromyscus
Grin2c,18.82716286,19.75382363,20.52710019,12.95269241,Autosome,Peromyscus
Fdxr,2.737855532,2.540475597,3.297888797,1.810501516,Autosome,Peromyscus
Fads6,6.307915527,6.451278126,7.239402176,6.613521885,Autosome,Peromyscus
LOC114707047,0,0,0,0.44206742,Autosome,Peromyscus
Ush1g,21.96134394,21.77318363,20.07196562,13.49502699,Autosome,Peromyscus
Otop2,15.30548827,11.7494532,12.7846336,8.778960653,Autosome,Peromyscus
Otop3,12.15893064,13.64918485,13.0034234,9.713150151,Autosome,Peromyscus
Hid1,7.345158061,7.787936403,7.906704217,6.623508296,Autosome,Peromyscus
Cdr2l,0.513337449,0.300207646,0.664203195,1.252560745,Autosome,Peromyscus
Mrpl58,0.555705278,0.789249299,0.332609088,0.501108143,Autosome,Peromyscus
Atp5pd,0.182855138,0.727168207,0.383058235,0.16488992,Autosome,Peromyscus
Kctd2,0.261596852,0.297229687,0.195718608,0.202196048,Autosome,Peromyscus
LOC114707096,2.398712306,3.144747205,3.009476163,3.351527771,Autosome,Peromyscus
Slc16a5,1.731339747,1.391668384,2.006390321,2.026288199,Autosome,Peromyscus
Armc7,0.101493437,0.100903373,0.132884893,0.068641405,Autosome,Peromyscus
Nt5c,0.839710498,0.556552383,0.586362196,0.757210315,Autosome,Peromyscus
Jpt1,0.088588791,0.132110628,0.185582239,0.099856359,Autosome,Peromyscus
Sumo2,0.159453223,0.118894643,0.125262826,0.107840404,Autosome,Peromyscus
Nup85,0.092354866,0.183635864,0.072551883,0.083281152,Autosome,Peromyscus
Gga3,0.129035623,0.128285433,0.229766222,0.058179042,Autosome,Peromyscus
LOC114707126,0,0,8.538550456,0,Autosome,Peromyscus
Mrps7,0.141058817,0.140238727,0.147750131,0,Autosome,Peromyscus
Mif4gd,0.506476273,1.510595137,0.265250828,0.513805283,Autosome,Peromyscus
LOC119086918,0,0,0,0.086413985,Autosome,Peromyscus
Slc25a19,0.153111604,0.228332161,0.160374658,0.04602288,Autosome,Peromyscus
Grb2,0.075315643,0.126716229,0.084956676,0.062691696,Autosome,Peromyscus
LOC114707118,0,0,0,2.945991277,Autosome,Peromyscus
Tmem94,0.175312326,0.174293092,0.220354202,0.126470541,Autosome,Peromyscus
Caskin2,0.360777619,0.388570134,0.157454829,0.081332952,Autosome,Peromyscus
Tsen54,0.379456258,0.161678644,0.340676807,0.244410929,Autosome,Peromyscus
Llgl2,2.336570157,2.089575711,2.775290981,3.528478882,Autosome,Peromyscus
Myo15b,7.039091487,5.937189574,6.221321805,5.948970145,Autosome,Peromyscus
Recql5,0.276421696,0.335884549,0.235916699,0.313887643,Autosome,Peromyscus
Smim5,0.860864125,1.467187231,1.03051471,0.998081528,Autosome,Peromyscus
Smim6,0,0.546719302,0,0.247944014,Autosome,Peromyscus
LOC114707048,0.140767783,0.229008084,0.107232939,0.138477358,Autosome,Peromyscus
Itgb4,1.818264458,1.819990634,2.73369343,2.665781529,Autosome,Peromyscus
Galk1,0.299840577,0.496828931,0.314063918,0.090127244,Autosome,Peromyscus
LOC114707068,0.185269459,0.736769345,0.38811593,0.167067038,Autosome,Peromyscus
Unk,0.281081706,0.177830258,0.22750265,0.172817651,Autosome,Peromyscus
Unc13d,2.452806535,2.74686832,2.244322551,3.2287521,Autosome,Peromyscus
Wbp2,1.417965757,1.510416389,0.371307217,0.410995588,Autosome,Peromyscus
Trim47,0.375003243,0.466028803,0.294594019,0.338159787,Autosome,Peromyscus
Trim65,0.063981529,0.127219105,0.335082897,0.230781795,Autosome,Peromyscus
Mrpl38,0.071150865,0.212211619,0.372630007,0.128320817,Autosome,Peromyscus
Fbf1,0.077346283,0.046137963,0.064812246,0.125544846,Autosome,Peromyscus
LOC114707123,0,0,0,0,Autosome,Peromyscus
Acox1,0.097244365,0.145018506,0.084881068,0.116920354,Autosome,Peromyscus
Ten1,0.50686617,0.35274354,0.265455024,0.502774138,Autosome,Peromyscus
Cdk3,0.514092457,0.47324409,0.339042411,0.583772085,Autosome,Peromyscus
Evpl,1.982741515,2.429636129,1.835307672,2.806650635,Autosome,Peromyscus
Srp68,0.252746744,0.227346147,0.189097232,0.141090108,Autosome,Peromyscus
Galr2,25.36796255,20.91816104,22.5074761,14.12904812,Autosome,Peromyscus
Exoc7,0.122815894,0.203503107,0.171522441,0.221498866,Autosome,Peromyscus
LOC114707125,0,0,7.728860327,13.3077537,Autosome,Peromyscus
Foxj1,6.379713549,7.550741737,4.773102739,5.478968693,Autosome,Peromyscus
Rnf157,0.311718695,0.344340466,0.393015868,0.525747725,Autosome,Peromyscus
LOC114707127,0,0,0,0,Autosome,Peromyscus
LOC114707117,7.192814295,14.30199317,7.534015108,12.97226411,Autosome,Peromyscus
Ubald2,0.268489618,0.177952445,0.281225784,0.242110952,Autosome,Peromyscus
Qrich2,2.426632182,2.624947698,2.589700151,3.647032565,Autosome,Peromyscus
Prpsap1,0.032847682,0.065313423,0.068811712,0.059240902,Autosome,Peromyscus
LOC119087048,0.830208439,0.41269088,0.434795246,0,Autosome,Peromyscus
LOC114707128,0,4.38643605,0,0,Autosome,Peromyscus
Sphk1,0.458705735,0.273623342,0.672651081,0.827277293,Autosome,Peromyscus
Ube2o,0.084005846,0.194874054,0.117321035,0.143087884,Autosome,Peromyscus
LOC114707027,0.610517048,0.57324719,0.675004286,1.192825284,Autosome,Peromyscus
Aanat,0.58392109,0.58052628,0.742681637,1.090714439,Autosome,Peromyscus
Rhbdf2,0.273581366,0.513760427,0.350238858,0.30152521,Autosome,Peromyscus
LOC119087032,3.461360085,5.899262348,3.366586185,3.344236199,Autosome,Peromyscus
LOC114707077,4.209565087,2.092545722,8.083627686,0.632663701,Autosome,Peromyscus
Cygb,10.58556289,10.84712625,10.94181246,7.954623877,Autosome,Peromyscus
Prcd,17.84830857,18.70630555,16.46575691,10.99153075,Autosome,Peromyscus
LOC114707089,1.07553286,0.712853272,0.844914155,0.323287839,Autosome,Peromyscus
LOC114707120,0,0,0,0,Autosome,Peromyscus
LOC114707122,0,10.37766578,0,0,Autosome,Peromyscus
LOC114707121,0,11.05154018,11.64347789,0,Autosome,Peromyscus
St6galnac2,1.632489308,1.129042305,2.428594289,2.688182433,Autosome,Peromyscus
LOC114707078,2.649190489,2.888671345,2.685346839,4.084268658,Autosome,Peromyscus
LOC114707079,1.531679756,1.680303283,2.43416655,2.714762047,Autosome,Peromyscus
Mxra7,0.34687344,0.517285172,0.508658987,0.422271484,Autosome,Peromyscus
Jmjd6,0.942351263,0.720671235,0.151854302,0.784400117,Autosome,Peromyscus
Mettl23,0.297533684,0.236643102,0.186988556,0,Autosome,Peromyscus
Srsf2,0.813120552,1.077857623,1.419486697,1.955287434,Autosome,Peromyscus
Mfsd11,0.436873753,0.253361412,0.324131525,0.131317207,Autosome,Peromyscus
Mgat5b,6.83739388,6.924638792,7.288491217,6.517260029,Autosome,Peromyscus
LOC114707097,0.862847683,1.013800561,1.725394406,1.273212506,Autosome,Peromyscus
LOC114707124,0,4.550634191,4.794373251,0,Autosome,Peromyscus
Sec14l1,0.066191055,0.103409794,0.099044167,0.05116105,Autosome,Peromyscus
Septin9,0.519209807,0.610044165,0.607699131,0.562192647,Autosome,Peromyscus
LOC119086954,3.885081969,1.626313605,2.784309931,3.872155759,Autosome,Peromyscus
LOC119086950,0.183246607,0.182181245,0.095969578,0.082621464,Autosome,Peromyscus
Tnrc6c,0.031549757,0.083643553,0.049569543,0.061641764,Autosome,Peromyscus
Tmc6,0.240197811,0.507452859,0.345938887,0.595646616,Autosome,Peromyscus
Tmc8,4.165715451,4.010712634,3.628446518,4.191397016,Autosome,Peromyscus
C8BH17orf99,0.652894661,0.730236207,0.512899198,0.80952964,Autosome,Peromyscus
Syngr2,0.088042059,0.262590597,0.184436906,0.317568284,Autosome,Peromyscus
Tk1,0.356116129,0.354045735,0.373008977,0.321128302,Autosome,Peromyscus
